studentID,studentName,advisor_id,name,affiliation,role,building,location,link
U100046,Drew Hernandez,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100046,Drew Hernandez,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100047,Morgan Thomas,1,Diana Hernandez Garcia,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCDianaHernandezGarcia@merced.onmicrosoft.com/bookings/
U100047,Morgan Thomas,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100047,Morgan Thomas,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100047,Morgan Thomas,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100047,Morgan Thomas,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100047,Morgan Thomas,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100048,Casey Wilson,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100048,Casey Wilson,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100048,Casey Wilson,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100048,Casey Wilson,15,Chelsea Flannery,"Advises non-first year/non-transfer students last names A-G for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Career Support Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100048,Casey Wilson,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100048,Casey Wilson,15,Chelsea Flannery,"Advises non-first year/non-transfer students last names A-G for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Career Support Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100049,Casey Clark,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100049,Casey Clark,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100049,Casey Clark,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100049,Casey Clark,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100050,Devin Martinez,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100050,Devin Martinez,15,Chelsea Flannery,"Advises non-first year/non-transfer students last names A-G for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Career Support Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100050,Devin Martinez,11,Christina Mayo,"EE, UENGR, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100050,Devin Martinez,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100051,Kai Davis,3,Hannah Escobar,UROC,Coordinator,SSB 216,Student Service Building,https://outlook.office365.com/book/UROCHannahEscobar@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100051,Kai Davis,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100051,Kai Davis,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100051,Kai Davis,11,Christina Mayo,"EE, UENGR, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100051,Kai Davis,1,Diana Hernandez Garcia,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCDianaHernandezGarcia@merced.onmicrosoft.com/bookings/
U100052,Drew Lee,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100052,Drew Lee,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100052,Drew Lee,11,Christina Mayo,"EE, UENGR, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100052,Drew Lee,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100052,Drew Lee,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100052,Drew Lee,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100053,Reese Garcia,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100053,Reese Garcia,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100053,Reese Garcia,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100053,Reese Garcia,2,Aliyah McGuire,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCCoordinatorAliyahMcGuire@merced.onmicrosoft.com/bookings/
U100053,Reese Garcia,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100053,Reese Garcia,15,Chelsea Flannery,"Advises non-first year/non-transfer students last names A-G for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Career Support Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100054,Avery Lee,4,Horacio Aguilar,UROC,Outreach Advisor,SSB 216,Student Service Building,https://outlook.office.com/book/UROCHoracioAguilar1@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100054,Avery Lee,17,Maricela Melendrez,"Advises non-first year/non-transfer students last names P-Z for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100054,Avery Lee,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100054,Avery Lee,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100054,Avery Lee,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100054,Avery Lee,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100055,Drew Nguyen,17,Maricela Melendrez,"Advises non-first year/non-transfer students last names P-Z for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100055,Drew Nguyen,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100055,Drew Nguyen,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100055,Drew Nguyen,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100055,Drew Nguyen,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100055,Drew Nguyen,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100056,Logan Wilson,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100056,Logan Wilson,14,Jenn Souza,"Advises non-first year students in Applied Mathematics, Chemistry, Data Sciences & Computing, Environmental Systems Science (admitted prior to Fall 2024), Physics, and Undeclared Natural Sciences Advises the minors in Applied Mathematics, Chemistry, Data Sciences & Computing, and Physics",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100056,Logan Wilson,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100056,Logan Wilson,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100057,Skyler Harris,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100057,Skyler Harris,23,Lauren Brackett,"Advises non-first year, non-transfer students in Critical Race and Ethnic Studies, Global Arts Studies, History, Philosophy, and Writing Studies. Temporarily advises non-first year, non-transfer students in Political Science & Sociology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100057,Skyler Harris,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100057,Skyler Harris,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100058,Riley Gonzalez,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100058,Riley Gonzalez,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100058,Riley Gonzalez,4,Horacio Aguilar,UROC,Outreach Advisor,SSB 216,Student Service Building,https://outlook.office.com/book/UROCHoracioAguilar1@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100058,Riley Gonzalez,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100059,Skyler Thomas,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100059,Skyler Thomas,15,Chelsea Flannery,"Advises non-first year/non-transfer students last names A-G for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Career Support Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100059,Skyler Thomas,11,Christina Mayo,"EE, UENGR, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100059,Skyler Thomas,2,Aliyah McGuire,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCCoordinatorAliyahMcGuire@merced.onmicrosoft.com/bookings/
U100059,Skyler Thomas,15,Chelsea Flannery,"Advises non-first year/non-transfer students last names A-G for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Career Support Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100059,Skyler Thomas,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100060,Taylor White,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100060,Taylor White,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100060,Taylor White,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100060,Taylor White,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100061,Sam Jackson,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100061,Sam Jackson,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100061,Sam Jackson,4,Horacio Aguilar,UROC,Outreach Advisor,SSB 216,Student Service Building,https://outlook.office.com/book/UROCHoracioAguilar1@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100061,Sam Jackson,17,Maricela Melendrez,"Advises non-first year/non-transfer students last names P-Z for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100061,Sam Jackson,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100061,Sam Jackson,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100062,Casey Hernandez,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100062,Casey Hernandez,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100062,Casey Hernandez,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100062,Casey Hernandez,8,Karla Gonzalez,BioE,Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100063,Chris Perez,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100063,Chris Perez,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100063,Chris Perez,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100063,Chris Perez,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100064,Casey Patel,3,Hannah Escobar,UROC,Coordinator,SSB 216,Student Service Building,https://outlook.office365.com/book/UROCHannahEscobar@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100064,Casey Patel,22,Elizabeth Whitmyre,"Advises non-first year, non-transfer students in Cognitive Science and Undeclared SSHA. Advises all Degree Completion Program Students last names M-Z Secondary Academic Advisor for all continuing, non-transfer students in Psychology Temporarily advises non-first year, non-transfer students in Anthropology, Community Research and Service, Geospatial Technology, and World Heritage. Temporarily advises Degree Completion Program Students last names A-L",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100064,Casey Patel,15,Chelsea Flannery,"Advises non-first year/non-transfer students last names A-G for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Career Support Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100064,Casey Patel,4,Horacio Aguilar,UROC,Outreach Advisor,SSB 216,Student Service Building,https://outlook.office.com/book/UROCHoracioAguilar1@merced.onmicrosoft.com/?ismsaljsauthenabled=true
U100064,Casey Patel,21,Carolyn Barranco,"Advises non-first year, non-transfer students in English, Public Health, Spanish, American Studies, and Chicano/a Studies. ",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100064,Casey Patel,18,Faustino Aguilar,"Temporarily advises non-first year, non-transfer students in Economics, Management and Business Economics",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100065,Logan Gonzalez,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100065,Logan Gonzalez,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100065,Logan Gonzalez,1,Diana Hernandez Garcia,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCDianaHernandezGarcia@merced.onmicrosoft.com/bookings/
U100065,Logan Gonzalez,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100066,Sam Garcia,9,Pa Vang,"CE, EnvE, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100066,Sam Garcia,20,Valeria Salcedo Lomeli,"Advises non-first year, non-transfer students in Psychology.",Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100066,Sam Garcia,1,Diana Hernandez Garcia,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCDianaHernandezGarcia@merced.onmicrosoft.com/bookings/
U100066,Sam Garcia,2,Aliyah McGuire,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCCoordinatorAliyahMcGuire@merced.onmicrosoft.com/bookings/
U100066,Sam Garcia,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100066,Sam Garcia,11,Christina Mayo,"EE, UENGR, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100067,Chris Nguyen,7,Phung Colvin,"Aero, ME",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100067,Chris Nguyen,11,Christina Mayo,"EE, UENGR, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100067,Chris Nguyen,10,Ashley Guiterrez,"CSE, BioE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100067,Chris Nguyen,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100068,Skyler Anderson,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100068,Skyler Anderson,5,Valerie Anderson,UROC,Associate Director,SSB 233,Student Service Building,https://outlook.office365.com/owa/calendar/UROCValerieAnderson@merced.onmicrosoft.com/bookings/
U100068,Skyler Anderson,13,Erica Robbins,"Advises Natural Sciences Transfer Students for all majors: BIO, BCHM, CHEM, DSC, EECB, ESS, MATH and PHYS",Director of Student Services,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100068,Skyler Anderson,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100068,Skyler Anderson,19,Linda Safer,Advises all SSHA transfer students.,Advisor,COB1 204,Classroom and Office Building 1,https://ssha-advising.ucmerced.edu/meet-your-advisor/walk-in-hours
U100068,Skyler Anderson,16,Cynthia Granados,"Advises non-first year/non-transfer students last names H-O for Biological Sciences, Evolution Ecology & Conservation Biology and Environmental Systems Science (admitted since Fall 2024)",Undergraduate Academic Advisor & Student Transition Coordinator,SE1 270,School of Engineering 1,https://ns-advising.ucmerced.edu/meet-your-advisor/advisor-walk-ins
U100069,Alex Patel,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100069,Alex Patel,6,Patricia Soto,UROC,Director,SSB 223,Student Service Building,https://outlook.office.com/bookwithme/user/9c77ac53d1e44d28b70c7747cd963d13%40ucmerced.edu?anonymous&ismsaljsauthenabled=true
U100069,Alex Patel,12,Chi Yang ,"MIST, DSA, ChE,  MSE, CSE",Advisor,SE2 315,School of Engineering 2,https://engr-advising.ucmerced.edu/see-my-advisor/walk-ins
U100069,Alex Patel,1,Diana Hernandez Garcia,UROC,Coordinator,SSB 231,Student Service Building,http://outlook.office365.com/owa/calendar/UROCDianaHernandezGarcia@merced.onmicrosoft.com/bookings/
