studentID,studentName,tutoring_id,resource_type,subject,department,building,location,weekday,start_time,end_time
U100079,Avery Davis,35,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100079,Avery Davis,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100079,Avery Davis,50,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100079,Avery Davis,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100079,Avery Davis,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100080,Riley Lopez,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100080,Riley Lopez,69,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,"Tuesday, Thursday",10:00 AM,5:00 PM
U100080,Riley Lopez,30,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100080,Riley Lopez,19,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100080,Riley Lopez,45,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100081,Robin Gonzalez,51,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100081,Robin Gonzalez,14,STEM Tutoring,CHEM 8,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100081,Robin Gonzalez,61,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100081,Robin Gonzalez,69,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,"Tuesday, Thursday",10:00 AM,5:00 PM
U100081,Robin Gonzalez,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100081,Robin Gonzalez,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100082,Cameron Lopez,48,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100082,Cameron Lopez,23,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100082,Cameron Lopez,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100082,Cameron Lopez,21,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100082,Cameron Lopez,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100082,Cameron Lopez,10,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100083,Taylor Patel,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100083,Taylor Patel,69,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,"Tuesday, Thursday",10:00 AM,5:00 PM
U100083,Taylor Patel,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100083,Taylor Patel,67,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,10:00 AM,11:00 AM
U100084,Robin Harris,33,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100084,Robin Harris,58,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100084,Robin Harris,72,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Sunday,4:00 PM,7:00 PM
U100084,Robin Harris,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100084,Robin Harris,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100085,Robin Kim,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100085,Robin Kim,22,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100085,Robin Kim,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100085,Robin Kim,37,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100086,Alex Nguyen,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100086,Alex Nguyen,15,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100086,Alex Nguyen,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100086,Alex Nguyen,24,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100087,Morgan Harris,26,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100087,Morgan Harris,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100087,Morgan Harris,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100087,Morgan Harris,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100087,Morgan Harris,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100088,Casey Anderson,66,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100088,Casey Anderson,72,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Sunday,4:00 PM,7:00 PM
U100088,Casey Anderson,19,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100088,Casey Anderson,56,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100088,Casey Anderson,64,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100088,Casey Anderson,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100089,Skyler White,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100089,Skyler White,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100089,Skyler White,44,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100089,Skyler White,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100089,Skyler White,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100090,Alex Anderson,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100090,Alex Anderson,18,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100090,Alex Anderson,45,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100090,Alex Anderson,39,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100090,Alex Anderson,43,STEM Tutoring,MATH 12,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100091,Riley Brown,49,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100091,Riley Brown,19,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100091,Riley Brown,26,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100091,Riley Brown,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100091,Riley Brown,38,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100092,Sam Brown,28,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100092,Sam Brown,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100092,Sam Brown,17,STEM Tutoring,CHEM 100,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100092,Sam Brown,62,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100092,Sam Brown,61,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100093,Taylor Clark,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100093,Taylor Clark,62,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100093,Taylor Clark,16,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100093,Taylor Clark,35,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100093,Taylor Clark,58,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100094,Jordan Jackson,11,STEM Tutoring,CHEM 2,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100094,Jordan Jackson,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100094,Jordan Jackson,65,STEM Tutoring,PHYS 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100094,Jordan Jackson,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100094,Jordan Jackson,45,STEM Tutoring,MATH 21,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100094,Jordan Jackson,33,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100095,Jamie Clark,9,STEM Tutoring,CHEM 1,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100095,Jamie Clark,54,STEM Tutoring,MATH 32,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100095,Jamie Clark,47,STEM Tutoring,MATH 22,STEM Center,SSB 320,Student Services Building,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,6:00 PM
U100095,Jamie Clark,58,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100095,Jamie Clark,62,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100096,Kai Brown,37,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100096,Kai Brown,40,STEM Tutoring,MATH 5,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100096,Kai Brown,23,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,Thursday,3:00 PM,6:00 PM
U100096,Kai Brown,26,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100096,Kai Brown,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100096,Kai Brown,71,Writing Consultation,WRI,University Writing Center,KL 296,Kolligian Library,Friday,9:00 AM,3:00 PM
U100097,Drew Kim,58,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,"Monday, Thursday",11:00 AM,5:00 PM
U100097,Drew Kim,52,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100097,Drew Kim,60,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100097,Drew Kim,30,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100098,Logan Thomas,25,STEM Tutoring,CSE 19,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,1:00 PM
U100098,Logan Thomas,12,STEM Tutoring,CHEM 2,STEM Center,SSB 330,Student Services Building,"Tuesday, Wednesday, Thursday",10:00 AM,5:00 PM
U100098,Logan Thomas,59,STEM Tutoring,PHYS 9,STEM Center,SSB 340,Student Services Building,Tuesday,10:00 AM,5:00 PM
U100098,Logan Thomas,19,STEM Tutoring,CSE 5,STEM Center,SSB 340,Student Services Building,"Monday, Wednesday",10:00 AM,5:00 PM
U100098,Logan Thomas,63,STEM Tutoring,PHYS 18,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
U100099,Logan Martinez,68,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,1:00 PM,4:00 PM
U100099,Logan Martinez,32,STEM Tutoring,CSE 22,STEM Center,SSB 340,Student Services Building,Thursday,10:00 AM,1:00 PM
U100099,Logan Martinez,15,STEM Tutoring,CHEM 10,STEM Center,SSB 330,Student Services Building,Monday,10:00 AM,4:00 PM
U100099,Logan Martinez,42,STEM Tutoring,MATH 11,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100100,Kai Garcia,50,STEM Tutoring,MATH 23,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100100,Kai Garcia,36,STEM Tutoring,CSE 24,STEM Center,SSB 340,Student Services Building,Tuesday,3:00 PM,6:00 PM
U100100,Kai Garcia,67,STEM Tutoring,ENGR 57,STEM Center,SSB 340,Student Services Building,Monday,10:00 AM,11:00 AM
U100100,Kai Garcia,52,STEM Tutoring,MATH 24,STEM Center,SSB 320,Student Services Building,Friday,10:00 AM,3:00 PM
U100100,Kai Garcia,57,STEM Tutoring,PHYS 8,STEM Center,SSB 340,Student Services Building,Wednesday,10:30 AM,3:00 PM
